dataset,feature_setting,model,explainer,node_id,true_label,original_pred_label,original_prob_illicit,deletion_pred_label,deletion_prob_illicit,deletion_drop,deletion_label_flip,insertion_pred_label,insertion_prob_illicit,insertion_gap,insertion_preservation,num_graph_edges,num_explanation_edges,num_explanation_nodes,sparsity_edges
Elliptic,tx+agg,graphsage,PGExplainer,18323,0,0,0.8480489253997803,1,0.27453115582466125,0.573517769575119,1,0,0.8480489253997803,0.0,1,36624,20,34,0.9994539100043687
Elliptic,tx+agg,graphsage,PGExplainer,17047,0,0,0.8437139987945557,0,0.7601467370986938,0.08356726169586182,0,0,0.8437139987945557,0.0,1,36624,20,34,0.9994539100043687
Elliptic,tx+agg,graphsage,PGExplainer,24239,0,0,0.7818787097930908,0,0.8244615793228149,-0.04258286952972412,0,0,0.7818787097930908,0.0,1,36624,20,21,0.9994539100043687
Elliptic,tx+agg,graphsage,PGExplainer,25447,0,0,0.5857320427894592,1,0.311593621969223,0.2741384208202362,1,0,0.5857320427894592,0.0,1,36624,20,34,0.9994539100043687
Elliptic,tx+agg,graphsage,DGL_SubgraphX,29912,0,0,0.9849860668182373,0,0.9815882444381714,0.003397822380065918,0,0,0.9924840331077576,-0.007497966289520264,1,36624,2,3,0.9999453910004369
Elliptic,tx+agg,graphsage,DGL_SubgraphX,19539,0,0,0.9418798685073853,0,0.9418798685073853,0.0,0,0,0.9470897912979126,-0.005209922790527344,1,36624,0,0,1.0
Elliptic,tx+agg,graphsage,DGL_SubgraphX,18903,0,0,0.9391763806343079,0,0.9391763806343079,0.0,0,0,0.9253217577934265,0.013854622840881348,1,36624,0,0,1.0
Elliptic,tx+agg,graphsage,DGL_SubgraphX,18323,0,0,0.8480489253997803,0,0.8987325429916382,-0.05068361759185791,0,0,0.8461351990699768,0.0019137263298034668,1,36624,2,3,0.9999453910004369
Elliptic,tx+agg,graphsage,DGL_SubgraphX,17047,0,0,0.8437139987945557,0,0.8437139987945557,0.0,0,0,0.7601467370986938,0.08356726169586182,1,36624,0,0,1.0
Elliptic,tx+agg,graphsage,DGL_SubgraphX,24239,0,0,0.7818787097930908,0,0.7850589156150818,-0.003180205821990967,0,0,0.8244615793228149,-0.04258286952972412,1,36624,1,2,0.9999726955002184
Elliptic,tx+agg,graphsage,DGL_SubgraphX,25447,0,0,0.5857320427894592,0,0.5988260507583618,-0.013094007968902588,0,1,0.311593621969223,0.2741384208202362,0,36624,1,2,0.9999726955002184
Elliptic,tx+agg,gatv2,GNNExplainer,29912,0,0,0.9992693066596985,0,0.9992756247520447,-6.318092346191406e-06,0,0,0.9992693066596985,0.0,1,36624,20,30,0.9994539100043687
Elliptic,tx+agg,gatv2,GNNExplainer,18903,0,0,0.9869310259819031,0,0.9871046543121338,-0.0001736283302307129,0,0,0.9869912266731262,-6.020069122314453e-05,1,36624,20,21,0.9994539100043687
Elliptic,tx+agg,gatv2,GNNExplainer,19539,0,0,0.9799511432647705,0,0.9800728559494019,-0.00012171268463134766,0,0,0.9799511432647705,0.0,1,36624,20,21,0.9994539100043687
Elliptic,tx+agg,gatv2,GNNExplainer,18018,0,0,0.9721353054046631,1,0.1660139560699463,0.8061213493347168,1,0,0.9721353054046631,0.0,1,36624,20,34,0.9994539100043687
Elliptic,tx+agg,gatv2,GNNExplainer,21007,0,0,0.9611611366271973,0,0.9670180678367615,-0.005856931209564209,0,0,0.9611611366271973,0.0,1,36624,20,35,0.9994539100043687
Elliptic,tx+agg,gatv2,GNNExplainer,24361,0,0,0.9419565200805664,0,0.9531829953193665,-0.011226475238800049,0,0,0.9419565200805664,0.0,1,36624,20,34,0.9994539100043687
Elliptic,tx+agg,gatv2,GNNExplainer,17047,0,0,0.9183737635612488,0,0.9406848549842834,-0.022311091423034668,0,0,0.9183737635612488,0.0,1,36624,20,34,0.9994539100043687
Elliptic,tx+agg,gatv2,GNNExplainer,24239,0,0,0.880243718624115,0,0.9180425405502319,-0.03779882192611694,0,0,0.880243718624115,0.0,1,36624,20,21,0.9994539100043687
Elliptic,tx+agg,gatv2,GNNExplainer,18323,0,0,0.8514619469642639,0,0.513694167137146,0.3377677798271179,0,0,0.8514619469642639,0.0,1,36624,20,34,0.9994539100043687
Elliptic,tx+agg,gatv2,GNNExplainer,17494,0,0,0.829635500907898,1,0.004033755045384169,0.8256017458625138,1,0,0.829635500907898,0.0,1,36624,20,35,0.9994539100043687
Elliptic,tx+agg,gatv2,PGExplainer,29912,0,0,0.9992693066596985,0,0.9992756247520447,-6.318092346191406e-06,0,0,0.9992693066596985,0.0,1,36624,20,30,0.9994539100043687
Elliptic,tx+agg,gatv2,PGExplainer,18903,0,0,0.9869310259819031,0,0.9870244264602661,-9.340047836303711e-05,0,0,0.9870715737342834,-0.0001405477523803711,1,36624,20,21,0.9994539100043687
Elliptic,tx+agg,gatv2,PGExplainer,19539,0,0,0.9799511432647705,0,0.9800728559494019,-0.00012171268463134766,0,0,0.9799511432647705,0.0,1,36624,20,21,0.9994539100043687
Elliptic,tx+agg,gatv2,PGExplainer,18018,0,0,0.9721353054046631,1,0.1660139560699463,0.8061213493347168,1,0,0.9721353054046631,0.0,1,36624,20,34,0.9994539100043687
Elliptic,tx+agg,gatv2,PGExplainer,21007,0,0,0.9611611366271973,0,0.9670180678367615,-0.005856931209564209,0,0,0.9611611366271973,0.0,1,36624,20,35,0.9994539100043687
Elliptic,tx+agg,gatv2,PGExplainer,24361,0,0,0.9419565200805664,0,0.9531829953193665,-0.011226475238800049,0,0,0.9419565200805664,0.0,1,36624,20,34,0.9994539100043687
Elliptic,tx+agg,gatv2,PGExplainer,17047,0,0,0.9183737635612488,0,0.9406848549842834,-0.022311091423034668,0,0,0.9183737635612488,0.0,1,36624,20,34,0.9994539100043687
Elliptic,tx+agg,gatv2,PGExplainer,24239,0,0,0.880243718624115,0,0.9180425405502319,-0.03779882192611694,0,0,0.880243718624115,0.0,1,36624,20,21,0.9994539100043687
Elliptic,tx+agg,gatv2,PGExplainer,18323,0,0,0.8514619469642639,0,0.513694167137146,0.3377677798271179,0,0,0.8514619469642639,0.0,1,36624,20,34,0.9994539100043687
Elliptic,tx+agg,gatv2,PGExplainer,17494,0,0,0.829635500907898,1,0.004033755045384169,0.8256017458625138,1,0,0.829635500907898,0.0,1,36624,20,35,0.9994539100043687
Elliptic,tx+agg,gatv2,DGL_SubgraphX,29912,0,0,0.9992693066596985,0,0.9992696642875671,-3.5762786865234375e-07,0,0,0.999275267124176,-5.9604644775390625e-06,1,36624,2,3,0.9999453910004369
Elliptic,tx+agg,gatv2,DGL_SubgraphX,18903,0,0,0.9869310259819031,0,0.9869310259819031,0.0,0,0,0.9871641397476196,-0.00023311376571655273,1,36624,0,0,1.0
Elliptic,tx+agg,gatv2,DGL_SubgraphX,19539,0,0,0.9799511432647705,0,0.9799511432647705,0.0,0,0,0.9800728559494019,-0.00012171268463134766,1,36624,0,0,1.0
Elliptic,tx+agg,gatv2,DGL_SubgraphX,18018,0,0,0.9721353054046631,1,0.38762566447257996,0.5845096409320831,1,0,0.9525368213653564,0.01959848403930664,1,36624,2,3,0.9999453910004369
Elliptic,tx+agg,gatv2,DGL_SubgraphX,21007,0,0,0.9611611366271973,0,0.9670180678367615,-0.005856931209564209,0,0,0.9585005640983582,0.0026605725288391113,1,36624,2,3,0.9999453910004369
Elliptic,tx+agg,gatv2,DGL_SubgraphX,24361,0,0,0.9419565200805664,0,0.943902850151062,-0.0019463300704956055,0,0,0.9527128338813782,-0.010756313800811768,1,36624,1,2,0.9999726955002184
Elliptic,tx+agg,gatv2,DGL_SubgraphX,17047,0,0,0.9183737635612488,0,0.9406848549842834,-0.022311091423034668,0,0,0.9011732339859009,0.0172005295753479,1,36624,2,3,0.9999453910004369
Elliptic,tx+agg,gatv2,DGL_SubgraphX,24239,0,0,0.880243718624115,0,0.8844122886657715,-0.004168570041656494,0,0,0.9155057668685913,-0.03526204824447632,1,36624,2,3,0.9999453910004369
Elliptic,tx+agg,gatv2,DGL_SubgraphX,18323,0,0,0.8514619469642639,1,0.4093186557292938,0.4421432912349701,1,0,0.9049491286277771,-0.053487181663513184,1,36624,2,3,0.9999453910004369
Elliptic,tx+agg,gatv2,DGL_SubgraphX,17494,0,0,0.829635500907898,1,0.04522665590047836,0.7844088450074196,1,0,0.863964855670929,-0.034329354763031006,1,36624,2,3,0.9999453910004369
