dataset,feature_setting,explainer,model,node_id,true_label,pred_label,pred_prob_illicit,model_best_epoch,model_test_illicit_f1,num_graph_nodes,num_graph_edges,num_explanation_edges,num_explanation_nodes,sparsity_top_k,edge_mask_mean,edge_mask_max,edge_mask_min,top_edge_indices,top_edge_scores,explanation_nodes
Elliptic,tx+agg,GNNExplainer,gatv2,29912,0,0,0.998281717300415,494,0.9048178613396005,46564,36624,20,30,0.9994539100043687,5.914017674513161e-05,0.22086429595947266,0.0,"[22989, 23656, 23868, 23093, 23723, 23804, 22904, 23559, 23500, 23564, 16, 15, 7, 3, 17, 8, 18, 9, 19, 1]","[0.22086429595947266, 0.22082176804542542, 0.21639718115329742, 0.21607524156570435, 0.2156987488269806, 0.21558257937431335, 0.21549366414546967, 0.21530631184577942, 0.21516641974449158, 0.21454371511936188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, 5, 12, 13, 30, 31, 33, 34, 36, 37, 49, 50, 52, 53, 54, 56, 57, 58, 59, 29911, 29912, 30044, 30063, 30421, 30434, 30829, 31005, 31028, 31039, 31170]"
Elliptic,tx+agg,GNNExplainer,gatv2,20559,0,0,0.9904471635818481,494,0.9048178613396005,46564,36624,20,37,0.9994539100043687,2.0696046703960747e-05,0.757972002029419,0.0,"[15125, 4, 18, 10, 16, 8, 19, 1, 5, 11, 12, 15, 7, 17, 3, 9, 13, 0, 2, 6]","[0.757972002029419, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 3, 4, 5, 9, 10, 12, 13, 19, 20, 21, 22, 27, 28, 30, 31, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 49, 50, 52, 53, 54, 56, 57, 58, 59, 19703, 20559]"
Elliptic,tx+agg,GNNExplainer,gatv2,33837,0,0,0.989443838596344,494,0.9048178613396005,46564,36624,20,37,0.9994539100043687,0.0,0.0,0.0,"[18, 10, 4, 16, 12, 8, 19, 1, 11, 5, 15, 13, 7, 17, 3, 9, 0, 2, 6, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 3, 4, 5, 9, 10, 12, 13, 19, 20, 21, 22, 27, 28, 30, 31, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 49, 50, 52, 53, 54, 56, 57, 58, 59]"
Elliptic,tx+agg,GNNExplainer,gatv2,35734,0,0,0.9893059134483337,494,0.9048178613396005,46564,36624,20,37,0.9994539100043687,0.0,0.0,0.0,"[18, 10, 4, 16, 12, 8, 19, 1, 11, 5, 15, 13, 7, 17, 3, 9, 0, 2, 6, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 3, 4, 5, 9, 10, 12, 13, 19, 20, 21, 22, 27, 28, 30, 31, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 49, 50, 52, 53, 54, 56, 57, 58, 59]"
Elliptic,tx+agg,GNNExplainer,gatv2,34084,0,0,0.9889103174209595,494,0.9048178613396005,46564,36624,20,37,0.9994539100043687,8.353477824130096e-06,0.3059377670288086,0.0,"[25847, 4, 18, 10, 16, 8, 19, 1, 5, 11, 12, 15, 7, 17, 3, 9, 13, 0, 2, 6]","[0.3059377670288086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 3, 4, 5, 9, 10, 12, 13, 19, 20, 21, 22, 27, 28, 30, 31, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 49, 50, 52, 53, 54, 56, 57, 58, 59, 33557, 34084]"
Elliptic,tx+agg,GNNExplainer,gatv2,24533,0,0,0.9880736470222473,494,0.9048178613396005,46564,36624,20,36,0.9994539100043687,4.137886571697891e-05,0.7804223299026489,0.0,"[18819, 18891, 18, 4, 10, 16, 8, 19, 1, 11, 5, 12, 15, 7, 17, 3, 9, 13, 0, 2]","[0.7804223299026489, 0.7350371479988098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 3, 4, 5, 9, 10, 12, 13, 19, 20, 21, 22, 30, 31, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 49, 50, 52, 53, 54, 56, 57, 58, 59, 24365, 24366, 24533]"
Elliptic,tx+agg,GNNExplainer,gatv2,33899,0,0,0.9869360327720642,494,0.9048178613396005,46564,36624,20,37,0.9994539100043687,0.0,0.0,0.0,"[18, 10, 4, 16, 12, 8, 19, 1, 11, 5, 15, 13, 7, 17, 3, 9, 0, 2, 6, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 3, 4, 5, 9, 10, 12, 13, 19, 20, 21, 22, 27, 28, 30, 31, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 49, 50, 52, 53, 54, 56, 57, 58, 59]"
Elliptic,tx+agg,GNNExplainer,gatv2,33477,0,0,0.9868021607398987,494,0.9048178613396005,46564,36624,20,37,0.9994539100043687,0.0,0.0,0.0,"[18, 10, 4, 16, 12, 8, 19, 1, 11, 5, 15, 13, 7, 17, 3, 9, 0, 2, 6, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 3, 4, 5, 9, 10, 12, 13, 19, 20, 21, 22, 27, 28, 30, 31, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 49, 50, 52, 53, 54, 56, 57, 58, 59]"
Elliptic,tx+agg,GNNExplainer,gatv2,25357,0,0,0.9867832660675049,494,0.9048178613396005,46564,36624,20,36,0.9994539100043687,4.175279173068702e-05,0.7865473031997681,0.0,"[19602, 19983, 18, 4, 10, 16, 8, 19, 1, 11, 5, 12, 15, 7, 17, 3, 9, 13, 0, 2]","[0.7865473031997681, 0.742607057094574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 3, 4, 5, 9, 10, 12, 13, 19, 20, 21, 22, 30, 31, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 49, 50, 52, 53, 54, 56, 57, 58, 59, 25356, 25357, 25889]"
Elliptic,tx+agg,GNNExplainer,gatv2,25529,0,0,0.9865332841873169,494,0.9048178613396005,46564,36624,20,36,0.9994539100043687,4.1499068174744025e-05,0.7795801758766174,0.0,"[19250, 20103, 18, 4, 10, 16, 8, 19, 1, 11, 5, 12, 15, 7, 17, 3, 9, 13, 0, 2]","[0.7795801758766174, 0.7402817606925964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 3, 4, 5, 9, 10, 12, 13, 19, 20, 21, 22, 30, 31, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 49, 50, 52, 53, 54, 56, 57, 58, 59, 25236, 25237, 25529]"
